"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2013","Portugal","Marriages","31,998",""
"2013","Portugal","Crude marriage rate","3.1",""
"2013","Portugal","Mean age at first marriage - males",":",""
"2013","Portugal","Mean age at first marriage - females",":",""
"2013","Portugal","Total first marriage rate - males","0.39",""
"2013","Romania","Marriages","107,507",""
"2013","Romania","Crude marriage rate","5.4",""
"2013","Romania","Mean age at first marriage - males","29.7",""
"2013","Romania","Mean age at first marriage - females","26.3",""
"2013","Romania","Total first marriage rate - males","0.64",""
"2013","Slovenia","Marriages","6,254",""
"2013","Slovenia","Crude marriage rate","3.0",""
"2013","Slovenia","Mean age at first marriage - males","32.3",""
"2013","Slovenia","Mean age at first marriage - females","29.6",""
"2013","Slovenia","Total first marriage rate - males","0.37",""
"2013","Slovakia","Marriages","25,491",""
"2013","Slovakia","Crude marriage rate","4.7",""
"2013","Slovakia","Mean age at first marriage - males","30.6",""
"2013","Slovakia","Mean age at first marriage - females","27.8",""
"2013","Slovakia","Total first marriage rate - males","0.50",""
"2013","Finland","Marriages","25,119",""
"2013","Finland","Crude marriage rate","4.6",""
"2013","Finland","Mean age at first marriage - males","32.7",""
"2013","Finland","Mean age at first marriage - females","30.4",""
"2013","Finland","Total first marriage rate - males","0.52",""
"2013","Sweden","Marriages","51,610",""
"2013","Sweden","Crude marriage rate","5.4",""
"2013","Sweden","Mean age at first marriage - males","35.7",""
"2013","Sweden","Mean age at first marriage - females","33.0",""
"2013","Sweden","Total first marriage rate - males","0.58",""
"2013","United Kingdom","Marriages","276,527",""
"2013","United Kingdom","Crude marriage rate","4.3",""
"2013","United Kingdom","Mean age at first marriage - males","30.9",""
"2013","United Kingdom","Mean age at first marriage - females","31.5",""
"2013","United Kingdom","Total first marriage rate - males","0.49",""
"2013","European Economic Area (EU28 plus IS, LI, NO)","Marriages",":",""
"2013","European Economic Area (EU28 plus IS, LI, NO)","Crude marriage rate",":",""
"2013","European Economic Area (EU28 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2013","European Economic Area (EU28 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2013","European Economic Area (EU28 plus IS, LI, NO)","Total first marriage rate - males",":",""
"2013","European Economic Area (EU27 plus IS, LI, NO)","Marriages",":",""
"2013","European Economic Area (EU27 plus IS, LI, NO)","Crude marriage rate",":",""
"2013","European Economic Area (EU27 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2013","European Economic Area (EU27 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2013","European Economic Area (EU27 plus IS, LI, NO)","Total first marriage rate - males",":",""
"2013","European Free Trade Association","Marriages",":",""
"2013","European Free Trade Association","Crude marriage rate",":",""
"2013","European Free Trade Association","Mean age at first marriage - males",":",""
"2013","European Free Trade Association","Mean age at first marriage - females",":",""
"2013","European Free Trade Association","Total first marriage rate - males",":",""
"2013","Iceland","Marriages",":",""
"2013","Iceland","Crude marriage rate",":",""
"2013","Iceland","Mean age at first marriage - males",":",""
"2013","Iceland","Mean age at first marriage - females",":",""
"2013","Iceland","Total first marriage rate - males",":",""
"2013","Liechtenstein","Marriages",":",""
"2013","Liechtenstein","Crude marriage rate",":",""
"2013","Liechtenstein","Mean age at first marriage - males",":",""
"2013","Liechtenstein","Mean age at first marriage - females",":",""
"2013","Liechtenstein","Total first marriage rate - males",":",""
"2013","Norway","Marriages","23,916",""
"2013","Norway","Crude marriage rate","4.7",""
"2013","Norway","Mean age at first marriage - males","34.3",""
"2013","Norway","Mean age at first marriage - females","31.5",""
"2013","Norway","Total first marriage rate - males","0.50",""
"2013","Switzerland","Marriages","39,794",""
"2013","Switzerland","Crude marriage rate","4.9",""
"2013","Switzerland","Mean age at first marriage - males","32.5",""
"2013","Switzerland","Mean age at first marriage - females","30.1",""
"2013","Switzerland","Total first marriage rate - males","0.55",""
"2013","Montenegro","Marriages","3,847",""
"2013","Montenegro","Crude marriage rate","6.2",""
"2013","Montenegro","Mean age at first marriage - males","33.1",""
"2013","Montenegro","Mean age at first marriage - females","28.6",""
"2013","Montenegro","Total first marriage rate - males","0.87",""
"2013","North Macedonia","Marriages","13,982",""
"2013","North Macedonia","Crude marriage rate","6.8",""
"2013","North Macedonia","Mean age at first marriage - males","28.7",""
"2013","North Macedonia","Mean age at first marriage - females","25.7",""
"2013","North Macedonia","Total first marriage rate - males","0.77",""
"2013","Albania","Marriages","23,820",""
"2013","Albania","Crude marriage rate","8.2",""
"2013","Albania","Mean age at first marriage - males",":",""
"2013","Albania","Mean age at first marriage - females",":",""
"2013","Albania","Total first marriage rate - males",":",""
"2013","Serbia","Marriages","36,209",""
"2013","Serbia","Crude marriage rate","5.1",""
"2013","Serbia","Mean age at first marriage - males","30.8",""
"2013","Serbia","Mean age at first marriage - females","27.5",""
"2013","Serbia","Total first marriage rate - males","0.65",""
"2013","Turkey","Marriages","600,138",""
"2013","Turkey","Crude marriage rate","7.9",""
"2013","Turkey","Mean age at first marriage - males","27.3",""
"2013","Turkey","Mean age at first marriage - females","24.2",""
"2013","Turkey","Total first marriage rate - males","0.81",""
"2013","Andorra","Marriages",":",""
"2013","Andorra","Crude marriage rate",":",""
"2013","Andorra","Mean age at first marriage - males",":",""
"2013","Andorra","Mean age at first marriage - females",":",""
"2013","Andorra","Total first marriage rate - males",":",""
"2013","Belarus","Marriages","87,127",""
"2013","Belarus","Crude marriage rate","9.2",""
"2013","Belarus","Mean age at first marriage - males","27.2",""
"2013","Belarus","Mean age at first marriage - females","24.7",""
"2013","Belarus","Total first marriage rate - males","0.86",""
"2013","Bosnia and Herzegovina","Marriages",":",""
"2013","Bosnia and Herzegovina","Crude marriage rate",":",""
"2013","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2013","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2013","Bosnia and Herzegovina","Total first marriage rate - males",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Marriages",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Total first marriage rate - males",":",""
"2013","Moldova","Marriages","24,449",""
"2013","Moldova","Crude marriage rate","6.9",""
"2013","Moldova","Mean age at first marriage - males",":",""
"2013","Moldova","Mean age at first marriage - females",":",""
"2013","Moldova","Total first marriage rate - males",":",""
"2013","Monaco","Marriages",":",""
"2013","Monaco","Crude marriage rate",":",""
"2013","Monaco","Mean age at first marriage - males",":",""
"2013","Monaco","Mean age at first marriage - females",":",""
"2013","Monaco","Total first marriage rate - males",":",""
"2013","Russia","Marriages","1,225,501",""
"2013","Russia","Crude marriage rate",":",""
"2013","Russia","Mean age at first marriage - males",":",""
"2013","Russia","Mean age at first marriage - females",":",""
"2013","Russia","Total first marriage rate - males",":",""
"2013","San Marino","Marriages",":",""
"2013","San Marino","Crude marriage rate",":",""
"2013","San Marino","Mean age at first marriage - males",":",""
"2013","San Marino","Mean age at first marriage - females",":",""
"2013","San Marino","Total first marriage rate - males",":",""
"2013","Ukraine","Marriages","304,232",""
"2013","Ukraine","Crude marriage rate","6.7",""
"2013","Ukraine","Mean age at first marriage - males",":",""
"2013","Ukraine","Mean age at first marriage - females",":",""
"2013","Ukraine","Total first marriage rate - males",":",""
"2013","Armenia","Marriages",":",""
"2013","Armenia","Crude marriage rate",":",""
"2013","Armenia","Mean age at first marriage - males",":",""
"2013","Armenia","Mean age at first marriage - females",":",""
"2013","Armenia","Total first marriage rate - males",":",""
"2013","Azerbaijan","Marriages","86,852",""
"2013","Azerbaijan","Crude marriage rate","9.2",""
"2013","Azerbaijan","Mean age at first marriage - males",":",""
"2013","Azerbaijan","Mean age at first marriage - females",":",""
"2013","Azerbaijan","Total first marriage rate - males",":",""
"2013","Georgia","Marriages","34,693",""
"2013","Georgia","Crude marriage rate",":",""
"2013","Georgia","Mean age at first marriage - males",":",""
"2013","Georgia","Mean age at first marriage - females",":",""
"2013","Georgia","Total first marriage rate - males",":",""
"2014","European Union - 28 countries","Marriages","2,145,354",""
"2014","European Union - 28 countries","Crude marriage rate","4.2",""
"2014","European Union - 28 countries","Mean age at first marriage - males",":",""
"2014","European Union - 28 countries","Mean age at first marriage - females",":",""
"2014","European Union - 28 countries","Total first marriage rate - males",":",""
"2014","European Union - 27 countries (2007-2013)","Marriages","2,125,853",""
"2014","European Union - 27 countries (2007-2013)","Crude marriage rate","4.2",""
"2014","European Union - 27 countries (2007-2013)","Mean age at first marriage - males",":",""
"2014","European Union - 27 countries (2007-2013)","Mean age at first marriage - females",":",""
"2014","European Union - 27 countries (2007-2013)","Total first marriage rate - males",":",""
"2014","Euro area (19 countries)","Marriages","1,335,248",""
"2014","Euro area (19 countries)","Crude marriage rate","3.9",""
"2014","Euro area (19 countries)","Mean age at first marriage - males",":",""
"2014","Euro area (19 countries)","Mean age at first marriage - females",":",""
"2014","Euro area (19 countries)","Total first marriage rate - males",":",""
"2014","Euro area (18 countries)","Marriages","1,313,106",""
"2014","Euro area (18 countries)","Crude marriage rate","3.9",""
"2014","Euro area (18 countries)","Mean age at first marriage - males",":",""
"2014","Euro area (18 countries)","Mean age at first marriage - females",":",""
"2014","Euro area (18 countries)","Total first marriage rate - males",":",""
"2014","Belgium","Marriages","39,878",""
"2014","Belgium","Crude marriage rate","3.6",""
"2014","Belgium","Mean age at first marriage - males",":",""
"2014","Belgium","Mean age at first marriage - females",":",""
"2014","Belgium","Total first marriage rate - males",":",""
"2014","Bulgaria","Marriages","24,596",""
"2014","Bulgaria","Crude marriage rate","3.4",""
"2014","Bulgaria","Mean age at first marriage - males","30.3",""
"2014","Bulgaria","Mean age at first marriage - females","26.9",""
"2014","Bulgaria","Total first marriage rate - males","0.43",""
"2014","Czechia","Marriages","45,575",""
"2014","Czechia","Crude marriage rate","4.3",""
"2014","Czechia","Mean age at first marriage - males","31.4",""
"2014","Czechia","Mean age at first marriage - females","28.7",""
"2014","Czechia","Total first marriage rate - males","0.45",""
"2014","Denmark","Marriages","28,331",""
"2014","Denmark","Crude marriage rate","5.0",""
"2014","Denmark","Mean age at first marriage - males","34.4",""
"2014","Denmark","Mean age at first marriage - females","31.9",""
"2014","Denmark","Total first marriage rate - males","0.59",""
"2014","Germany (until 1990 former territory of the FRG)","Marriages","385,952",""
"2014","Germany (until 1990 former territory of the FRG)","Crude marriage rate","4.8",""
"2014","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - males","33.4",""
"2014","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - females","30.7",""
"2014","Germany (until 1990 former territory of the FRG)","Total first marriage rate - males","0.56",""
"2014","Germany including former GDR","Marriages","385,952",""
"2014","Germany including former GDR","Crude marriage rate","4.8",""
"2014","Germany including former GDR","Mean age at first marriage - males","33.4",""
"2014","Germany including former GDR","Mean age at first marriage - females","30.7",""
"2014","Germany including former GDR","Total first marriage rate - males","0.56",""
"2014","Estonia","Marriages","6,220",""
"2014","Estonia","Crude marriage rate","4.7",""
"2014","Estonia","Mean age at first marriage - males","31.6",""
"2014","Estonia","Mean age at first marriage - females","29.0",""
"2014","Estonia","Total first marriage rate - males","0.46",""
"2014","Ireland","Marriages","22,045",""
"2014","Ireland","Crude marriage rate","4.7",""
"2014","Ireland","Mean age at first marriage - males","32.4",""
"2014","Ireland","Mean age at first marriage - females","30.7",""
"2014","Ireland","Total first marriage rate - males","0.60",""
"2014","Greece","Marriages","53,105",""
"2014","Greece","Crude marriage rate","4.9",""
"2014","Greece","Mean age at first marriage - males","33.0",""
"2014","Greece","Mean age at first marriage - females","29.9",""
"2014","Greece","Total first marriage rate - males","0.63",""
"2014","Spain","Marriages","160,256",""
"2014","Spain","Crude marriage rate","3.4",""
"2014","Spain","Mean age at first marriage - males","34.5",""
"2014","Spain","Mean age at first marriage - females","32.3",""
"2014","Spain","Total first marriage rate - males","0.40",""
"2014","France","Marriages","241,425",""
"2014","France","Crude marriage rate","3.6",""
"2014","France","Mean age at first marriage - males","34.4",""
"2014","France","Mean age at first marriage - females","32.1",""
"2014","France","Total first marriage rate - males","0.48",""
"2014","France (metropolitan)","Marriages",":",""
"2014","France (metropolitan)","Crude marriage rate",":",""
"2014","France (metropolitan)","Mean age at first marriage - males",":",""
"2014","France (metropolitan)","Mean age at first marriage - females",":",""
"2014","France (metropolitan)","Total first marriage rate - males",":",""
"2014","Croatia","Marriages","19,501",""
"2014","Croatia","Crude marriage rate","4.6",""
"2014","Croatia","Mean age at first marriage - males","30.6",""
"2014","Croatia","Mean age at first marriage - females","27.8",""
"2014","Croatia","Total first marriage rate - males","0.61",""
"2014","Italy","Marriages","189,765",""
"2014","Italy","Crude marriage rate","3.1",""
"2014","Italy","Mean age at first marriage - males","34.2",""
"2014","Italy","Mean age at first marriage - females","31.3",""
"2014","Italy","Total first marriage rate - males","0.44",""
"2014","Cyprus","Marriages","5,378",""
"2014","Cyprus","Crude marriage rate","6.3",""
"2014","Cyprus","Mean age at first marriage - males",":",""
"2014","Cyprus","Mean age at first marriage - females",":",""
"2014","Cyprus","Total first marriage rate - males",":",""
"2014","Latvia","Marriages","12,515",""
"2014","Latvia","Crude marriage rate","6.3",""
"2014","Latvia","Mean age at first marriage - males","30.6",""
"2014","Latvia","Mean age at first marriage - females","28.2",""
"2014","Latvia","Total first marriage rate - males","0.62",""
"2014","Lithuania","Marriages","22,142",""
"2014","Lithuania","Crude marriage rate","7.6",""
"2014","Lithuania","Mean age at first marriage - males","29.7",""
"2014","Lithuania","Mean age at first marriage - females","27.3",""
"2014","Lithuania","Total first marriage rate - males","0.88",""
"2014","Luxembourg","Marriages","1,657",""
"2014","Luxembourg","Crude marriage rate","3.0",""
"2014","Luxembourg","Mean age at first marriage - males","33.0",""
"2014","Luxembourg","Mean age at first marriage - females","30.9",""
"2014","Luxembourg","Total first marriage rate - males","0.30",""
"2014","Hungary","Marriages","38,780",""
"2014","Hungary","Crude marriage rate","3.9",""
"2014","Hungary","Mean age at first marriage - males","32.1",""
"2014","Hungary","Mean age at first marriage - females","29.3",""
"2014","Hungary","Total first marriage rate - males","0.43",""
"2014","Malta","Marriages","2,871",""
"2014","Malta","Crude marriage rate","6.6",""
"2014","Malta","Mean age at first marriage - males",":",""
"2014","Malta","Mean age at first marriage - females",":",""
"2014","Malta","Total first marriage rate - males",":",""
"2014","Netherlands","Marriages","65,333",""
"2014","Netherlands","Crude marriage rate","3.9",""
"2014","Netherlands","Mean age at first marriage - males","33.0",""
"2014","Netherlands","Mean age at first marriage - females","30.4",""
"2014","Netherlands","Total first marriage rate - males","0.47",""
"2014","Austria","Marriages","37,458",""
"2014","Austria","Crude marriage rate","4.4",""
"2014","Austria","Mean age at first marriage - males",":",""
"2014","Austria","Mean age at first marriage - females",":",""
"2014","Austria","Total first marriage rate - males",":",""
"2014","Poland","Marriages","188,488",""
"2014","Poland","Crude marriage rate","5.0",""
"2014","Poland","Mean age at first marriage - males","29.1",""
"2014","Poland","Mean age at first marriage - females","26.7",""
"2014","Poland","Total first marriage rate - males","0.56",""
"2014","Portugal","Marriages","31,478",""
"2014","Portugal","Crude marriage rate","3.0",""
"2014","Portugal","Mean age at first marriage - males","31.5",""
"2014","Portugal","Mean age at first marriage - females","29.8",""
"2014","Portugal","Total first marriage rate - males","0.39",""
"2014","Romania","Marriages","118,075",""
"2014","Romania","Crude marriage rate","5.9",""
"2014","Romania","Mean age at first marriage - males","30.2",""
"2014","Romania","Mean age at first marriage - females","26.7",""
"2014","Romania","Total first marriage rate - males","0.72",""
"2014","Slovenia","Marriages","6,571",""
"2014","Slovenia","Crude marriage rate","3.2",""
"2014","Slovenia","Mean age at first marriage - males","32.2",""
"2014","Slovenia","Mean age at first marriage - females","29.7",""
"2014","Slovenia","Total first marriage rate - males","0.40",""
"2014","Slovakia","Marriages","26,737",""
"2014","Slovakia","Crude marriage rate","4.9",""
"2014","Slovakia","Mean age at first marriage - males","30.8",""
"2014","Slovakia","Mean age at first marriage - females","28.1",""
"2014","Slovakia","Total first marriage rate - males","0.53",""
"2014","Finland","Marriages","24,462",""
"2014","Finland","Crude marriage rate","4.5",""
"2014","Finland","Mean age at first marriage - males","32.9",""
"2014","Finland","Mean age at first marriage - females","30.6",""
"2014","Finland","Total first marriage rate - males","0.50",""
"2014","Sweden","Marriages","53,113",""
"2014","Sweden","Crude marriage rate","5.5",""
"2014","Sweden","Mean age at first marriage - males","35.8",""
"2014","Sweden","Mean age at first marriage - females","33.3",""
"2014","Sweden","Total first marriage rate - males","0.60",""
"2014","United Kingdom","Marriages","293,647",""
"2014","United Kingdom","Crude marriage rate","4.5",""
"2014","United Kingdom","Mean age at first marriage - males",":",""
"2014","United Kingdom","Mean age at first marriage - females",":",""
"2014","United Kingdom","Total first marriage rate - males",":",""
"2014","European Economic Area (EU28 plus IS, LI, NO)","Marriages",":",""
"2014","European Economic Area (EU28 plus IS, LI, NO)","Crude marriage rate",":",""
"2014","European Economic Area (EU28 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2014","European Economic Area (EU28 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2014","European Economic Area (EU28 plus IS, LI, NO)","Total first marriage rate - males",":",""
"2014","European Economic Area (EU27 plus IS, LI, NO)","Marriages",":",""
"2014","European Economic Area (EU27 plus IS, LI, NO)","Crude marriage rate",":",""
"2014","European Economic Area (EU27 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2014","European Economic Area (EU27 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2014","European Economic Area (EU27 plus IS, LI, NO)","Total first marriage rate - males",":",""
"2014","European Free Trade Association","Marriages",":",""
"2014","European Free Trade Association","Crude marriage rate",":",""
"2014","European Free Trade Association","Mean age at first marriage - males",":",""
"2014","European Free Trade Association","Mean age at first marriage - females",":",""
"2014","European Free Trade Association","Total first marriage rate - males",":",""
"2014","Iceland","Marriages",":",""
"2014","Iceland","Crude marriage rate",":",""
"2014","Iceland","Mean age at first marriage - males",":",""
"2014","Iceland","Mean age at first marriage - females",":",""
"2014","Iceland","Total first marriage rate - males",":",""
"2014","Liechtenstein","Marriages",":",""
"2014","Liechtenstein","Crude marriage rate",":",""
"2014","Liechtenstein","Mean age at first marriage - males",":",""
"2014","Liechtenstein","Mean age at first marriage - females",":",""
"2014","Liechtenstein","Total first marriage rate - males",":",""
"2014","Norway","Marriages","23,462",""
"2014","Norway","Crude marriage rate","4.6",""
"2014","Norway","Mean age at first marriage - males","34.4",""
"2014","Norway","Mean age at first marriage - females","31.6",""
"2014","Norway","Total first marriage rate - males","0.48",""
"2014","Switzerland","Marriages","41,891",""
"2014","Switzerland","Crude marriage rate","5.1",""
"2014","Switzerland","Mean age at first marriage - males","32.5",""
"2014","Switzerland","Mean age at first marriage - females","30.1",""
"2014","Switzerland","Total first marriage rate - males","0.58",""
"2014","Montenegro","Marriages","3,527",""
"2014","Montenegro","Crude marriage rate","5.7",""
"2014","Montenegro","Mean age at first marriage - males","32.7",""
"2014","Montenegro","Mean age at first marriage - females","28.6",""
"2014","Montenegro","Total first marriage rate - males","0.80",""
"2014","North Macedonia","Marriages","13,813",""
"2014","North Macedonia","Crude marriage rate","6.7",""
"2014","North Macedonia","Mean age at first marriage - males","28.9",""
"2014","North Macedonia","Mean age at first marriage - females","25.9",""
"2014","North Macedonia","Total first marriage rate - males","0.76",""
"2014","Albania","Marriages","23,769",""
"2014","Albania","Crude marriage rate","8.2",""
"2014","Albania","Mean age at first marriage - males",":",""
"2014","Albania","Mean age at first marriage - females",":",""
"2014","Albania","Total first marriage rate - males",":",""
"2014","Serbia","Marriages","36,429",""
"2014","Serbia","Crude marriage rate","5.1",""
"2014","Serbia","Mean age at first marriage - males","31.0",""
"2014","Serbia","Mean age at first marriage - females","27.8",""
"2014","Serbia","Total first marriage rate - males","0.66",""
"2014","Turkey","Marriages","599,704",""
"2014","Turkey","Crude marriage rate","7.8",""
"2014","Turkey","Mean age at first marriage - males","27.4",""
"2014","Turkey","Mean age at first marriage - females","24.3",""
"2014","Turkey","Total first marriage rate - males","0.81",""
"2014","Andorra","Marriages",":",""
"2014","Andorra","Crude marriage rate",":",""
"2014","Andorra","Mean age at first marriage - males",":",""
"2014","Andorra","Mean age at first marriage - females",":",""
"2014","Andorra","Total first marriage rate - males",":",""
"2014","Belarus","Marriages","83,942",""
"2014","Belarus","Crude marriage rate","8.9",""
"2014","Belarus","Mean age at first marriage - males","27.4",""
"2014","Belarus","Mean age at first marriage - females","24.8",""
"2014","Belarus","Total first marriage rate - males","0.84",""
"2014","Bosnia and Herzegovina","Marriages",":",""
"2014","Bosnia and Herzegovina","Crude marriage rate",":",""
"2014","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2014","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2014","Bosnia and Herzegovina","Total first marriage rate - males",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Marriages",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Total first marriage rate - males",":",""
"2014","Moldova","Marriages","25,624",""
"2014","Moldova","Crude marriage rate","7.2",""
"2014","Moldova","Mean age at first marriage - males",":",""
"2014","Moldova","Mean age at first marriage - females",":",""
"2014","Moldova","Total first marriage rate - males",":",""
"2014","Monaco","Marriages",":",""
"2014","Monaco","Crude marriage rate",":",""
"2014","Monaco","Mean age at first marriage - males",":",""
"2014","Monaco","Mean age at first marriage - females",":",""
"2014","Monaco","Total first marriage rate - males",":",""
"2014","Russia","Marriages","1,205,405",""
"2014","Russia","Crude marriage rate",":",""
"2014","Russia","Mean age at first marriage - males",":",""
"2014","Russia","Mean age at first marriage - females",":",""
"2014","Russia","Total first marriage rate - males",":",""
"2014","San Marino","Marriages",":",""
"2014","San Marino","Crude marriage rate",":",""
"2014","San Marino","Mean age at first marriage - males",":",""
"2014","San Marino","Mean age at first marriage - females",":",""
"2014","San Marino","Total first marriage rate - males",":",""
"2014","Ukraine","Marriages","294,962",""
"2014","Ukraine","Crude marriage rate",":",""
"2014","Ukraine","Mean age at first marriage - males","27.3",""
"2014","Ukraine","Mean age at first marriage - females","25.0",""
"2014","Ukraine","Total first marriage rate - males","0.66",""
"2014","Armenia","Marriages","18,912",""
"2014","Armenia","Crude marriage rate",":",""
"2014","Armenia","Mean age at first marriage - males",":",""
"2014","Armenia","Mean age at first marriage - females",":",""
"2014","Armenia","Total first marriage rate - males",":",""
"2014","Azerbaijan","Marriages","84,912",""
"2014","Azerbaijan","Crude marriage rate","8.9",""
"2014","Azerbaijan","Mean age at first marriage - males","29.0",""
"2014","Azerbaijan","Mean age at first marriage - females","24.4",""
"2014","Azerbaijan","Total first marriage rate - males","0.92",""
"2014","Georgia","Marriages","31,526",""
"2014","Georgia","Crude marriage rate","7.7",""
"2014","Georgia","Mean age at first marriage - males","32.7",""
"2014","Georgia","Mean age at first marriage - females","28.4",""
"2014","Georgia","Total first marriage rate - males","1.04",""
"2015","European Union - 28 countries","Marriages","2,193,962",""
"2015","European Union - 28 countries","Crude marriage rate","4.3",""
"2015","European Union - 28 countries","Mean age at first marriage - males",":",""
"2015","European Union - 28 countries","Mean age at first marriage - females",":",""
"2015","European Union - 28 countries","Total first marriage rate - males",":",""
"2015","European Union - 27 countries (2007-2013)","Marriages","2,174,128",""
"2015","European Union - 27 countries (2007-2013)","Crude marriage rate","4.3",""
"2015","European Union - 27 countries (2007-2013)","Mean age at first marriage - males",":",""
"2015","European Union - 27 countries (2007-2013)","Mean age at first marriage - females",":",""
"2015","European Union - 27 countries (2007-2013)","Total first marriage rate - males",":",""
"2015","Euro area (19 countries)","Marriages","1,373,068",""
"2015","Euro area (19 countries)","Crude marriage rate","4.0",""
"2015","Euro area (19 countries)","Mean age at first marriage - males",":",""
"2015","Euro area (19 countries)","Mean age at first marriage - females",":",""
"2015","Euro area (19 countries)","Total first marriage rate - males",":",""
"2015","Euro area (18 countries)","Marriages","1,351,081",""
"2015","Euro area (18 countries)","Crude marriage rate","4.0",""
"2015","Euro area (18 countries)","Mean age at first marriage - males",":",""
"2015","Euro area (18 countries)","Mean age at first marriage - females",":",""
"2015","Euro area (18 countries)","Total first marriage rate - males",":",""
"2015","Belgium","Marriages","45,005",""
"2015","Belgium","Crude marriage rate","4.0",""
"2015","Belgium","Mean age at first marriage - males",":",""
"2015","Belgium","Mean age at first marriage - females",":",""
"2015","Belgium","Total first marriage rate - males",":",""
"2015","Bulgaria","Marriages","27,720",""
"2015","Bulgaria","Crude marriage rate","3.9",""
"2015","Bulgaria","Mean age at first marriage - males","30.4",""
"2015","Bulgaria","Mean age at first marriage - females","27.0",""
"2015","Bulgaria","Total first marriage rate - males","0.49",""
"2015","Czechia","Marriages","48,191",""
"2015","Czechia","Crude marriage rate","4.6",""
"2015","Czechia","Mean age at first marriage - males","31.6",""
"2015","Czechia","Mean age at first marriage - females","28.8",""
"2015","Czechia","Total first marriage rate - males","0.48",""
"2015","Denmark","Marriages","28,853",""
"2015","Denmark","Crude marriage rate","5.1",""
"2015","Denmark","Mean age at first marriage - males","34.3",""
"2015","Denmark","Mean age at first marriage - females","31.9",""
"2015","Denmark","Total first marriage rate - males","0.60",""
"2015","Germany (until 1990 former territory of the FRG)","Marriages","400,115",""
"2015","Germany (until 1990 former territory of the FRG)","Crude marriage rate","4.9",""
"2015","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - males","33.6",""
"2015","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - females","30.9",""
"2015","Germany (until 1990 former territory of the FRG)","Total first marriage rate - males","0.57",""
"2015","Germany including former GDR","Marriages","400,115",""
"2015","Germany including former GDR","Crude marriage rate","4.9",""
"2015","Germany including former GDR","Mean age at first marriage - males","33.6",""
"2015","Germany including former GDR","Mean age at first marriage - females","30.9",""
"2015","Germany including former GDR","Total first marriage rate - males","0.57",""
"2015","Estonia","Marriages","6,815",""
"2015","Estonia","Crude marriage rate","5.2",""
"2015","Estonia","Mean age at first marriage - males","31.9",""
"2015","Estonia","Mean age at first marriage - females","29.3",""
"2015","Estonia","Total first marriage rate - males","0.49",""
"2015","Ireland","Marriages","22,116",""
"2015","Ireland","Crude marriage rate","4.7",""
"2015","Ireland","Mean age at first marriage - males","33.8",""
"2015","Ireland","Mean age at first marriage - females","32.0",""
"2015","Ireland","Total first marriage rate - males","0.60",""
"2015","Greece","Marriages","53,672",""
"2015","Greece","Crude marriage rate","5.0",""
"2015","Greece","Mean age at first marriage - males","33.2",""
"2015","Greece","Mean age at first marriage - females","30.1",""
"2015","Greece","Total first marriage rate - males","0.65",""
"2015","Spain","Marriages","166,651",""
"2015","Spain","Crude marriage rate","3.6",""
"2015","Spain","Mean age at first marriage - males","34.9",""
"2015","Spain","Mean age at first marriage - females","32.7",""
"2015","Spain","Total first marriage rate - males","0.42",""
"2015","France","Marriages","236,432",""
"2015","France","Crude marriage rate","3.6",""
"2015","France","Mean age at first marriage - males","34.4",""
"2015","France","Mean age at first marriage - females","32.2",""
"2015","France","Total first marriage rate - males","0.47",""
"2015","France (metropolitan)","Marriages",":",""
"2015","France (metropolitan)","Crude marriage rate",":",""
"2015","France (metropolitan)","Mean age at first marriage - males",":",""
"2015","France (metropolitan)","Mean age at first marriage - females",":",""
"2015","France (metropolitan)","Total first marriage rate - males",":",""
"2015","Croatia","Marriages","19,834",""
